pygame 1.9.6
Hello from the pygame community. https://www.pygame.org/contribute.html
         607076 function calls (593376 primitive calls) in 8.885 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 sysconfig.py:138(is_python_build)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:754(exec_module)
        1    0.000    0.000    0.000    0.000 wrapper.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method nt._add_dll_directory}
       18    0.000    0.000    0.000    0.000 __init__.py:1392(__init__)
       30    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        2    0.000    0.000    0.000    0.000 pyparsing.py:1288(addParseAction)
      103    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      514    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:964(get_filename)
      829    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 sysconfig.py:121(_is_python_source_dir)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:1(<module>)
        6    0.000    0.000    0.000    0.000 vertex_attrib_binding.py:12(_f)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        2    0.000    0.000    0.000    0.000 enum.py:864(_decompose)
       12    0.000    0.000    0.000    0.000 pyparsing.py:2045(suppress)
        1    0.000    0.000    0.000    0.000 strings.py:55(UnicodeHandler)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp.py:15(<module>)
       23    0.000    0.000    0.000    0.000 pyparsing.py:2742(__str__)
       83    0.000    0.000    0.000    0.000 six.py:141(__init__)
        4    0.000    0.000    0.000    0.000 GL_4_6.py:12(_f)
      338    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        3    0.000    0.000    0.000    0.000 random.py:123(seed)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.000    0.000 mixins.py:63(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1841(__radd__)
        2    0.000    0.000    0.000    0.000 __init__.py:440(__getattr__)
        1    0.000    0.000    0.000    0.000 shader_atomic_counters.py:12(_f)
       18    0.000    0.000    0.000    0.000 latebind.py:17(setFinalCall)
        5    0.000    0.000    0.000    0.000 ES2_compatibility.py:12(_f)
      392    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       10    0.000    0.000    0.000    0.000 _ufunc_config.py:39(seterr)
        1    0.000    0.000    0.000    0.000 logs.py:1(<module>)
      134    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        8    0.000    0.000    0.000    0.000 pyparsing.py:3935(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:248(_tp_cache)
      681    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       42    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        6    0.000    0.000    0.000    0.000 core.py:1152(__init__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
       60    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 tempfile.py:150(_candidate_tempdir_list)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        8    0.000    0.000    0.000    0.000 pyparsing.py:4783(<genexpr>)
      400    0.000    0.000    0.000    0.000 nones.py:30(asArray)
        3    0.000    0.000    0.000    0.000 typing.py:187(_subs_tvars)
       41    0.000    0.000    0.000    0.000 pyparsing.py:3439(<genexpr>)
        1    0.000    0.000    0.000    0.000 win32.py:20(Win32Platform)
      514    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:774(create_module)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lil.py:23(lil_matrix)
        1    0.000    0.000    0.000    0.000 _arrayconstants.py:1(<module>)
      748    0.000    0.000    0.000    0.000 __init__.py:2094(__bool__)
        4    0.000    0.000    0.000    0.000 converters.py:292(__call__)
       76    0.000    0.000    0.000    0.000 version.py:65(_compare)
        1    0.000    0.000    0.000    0.000 __init__.py:236(_sanity_check)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
        1    0.000    0.000    0.000    0.000 contextvars.py:1(<module>)
        4    0.000    0.000    0.000    0.000 GL_1_2.py:12(_f)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4781(<lambda>)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1482(_guarded_repr_or_str)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
        1    0.000    0.000    0.000    0.000 _opaque.py:1(<module>)
        5    0.000    0.000    0.000    0.000 _version.py:151(__ge__)
       86    0.000    0.000    0.000    0.000 <string>:1(__new__)
      200    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
      500    0.000    0.000    0.000    0.000 {method 'get_height' of 'pygame.Surface' objects}
      172    0.000    0.000    0.000    0.000 version.py:244(<genexpr>)
       66    0.000    0.000    0.000    0.000 re.py:268(escape)
        1    0.000    0.000    0.000    0.000 futures.py:1(<module>)
       10    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:318(ZipInfo)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:97(dtype_from_ctypes_type)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
       17    0.000    0.000    0.000    0.000 copyreg.py:99(_slotnames)
        5    0.000    0.000    0.000    0.000 _ufunc_config.py:441(__enter__)
      545    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       78    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
       72    0.000    0.000    0.000    0.000 __init__.py:223(_releaseLock)
        1    0.000    0.000    0.000    0.000 _matrix_io.py:1(<module>)
        8    0.000    0.000    0.000    0.000 __init__.py:2378(yield_lines)
       19    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       82    0.000    0.000    0.000    0.000 pyparsing.py:363(__new__)
        1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method nt.scandir}
       62    0.000    0.000    0.000    0.000 images.py:520(<listcomp>)
        2    0.000    0.000    0.000    0.000 core.py:2938(__array_finalize__)
        1    0.000    0.000    0.000    0.000 protocols.py:1(<module>)
       96    0.000    0.000    0.000    0.000 pyparsing.py:2153(__str__)
        1    0.000    0.000    0.000    0.000 _globals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
       14    0.000    0.000    0.000    0.000 __init__.py:141(_check_size)
       26    0.000    0.000    0.000    0.000 inspect.py:493(unwrap)
        1    0.000    0.000    0.000    0.000 threading.py:494(Event)
       11    0.000    0.000    0.000    0.000 typing.py:897(__init_subclass__)
        1    0.000    0.000    0.000    0.000 pprint.py:11(<module>)
       14    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       38    0.000    0.000    0.000    0.000 version.py:47(__lt__)
        3    0.000    0.000    0.000    0.000 {function Random.seed at 0x0000000005EA1430}
       15    0.000    0.000    0.000    0.000 pyparsing.py:4565(_escapeRegexRangeChars)
      479    0.000    0.000    0.000    0.000 inspect.py:2531(default)
      190    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        4    0.000    0.000    0.000    0.000 ssl.py:451(__new__)
        1    0.000    0.000    0.000    0.000 nones.py:1(<module>)
       87    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1088(__init__)
      526    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.000    0.000 core.py:2782(__new__)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2717(MaskedArray)
       41    0.000    0.000    0.000    0.000 pyparsing.py:3581(<genexpr>)
        3    0.000    0.000    0.000    0.000 get_program_binary.py:12(_f)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1621(HermiteE)
        1    0.000    0.000    0.000    0.000 typing.py:1835(IO)
       50    0.000    0.000    0.000    0.000 types.py:171(__get__)
       37    0.000    0.000    0.000    0.000 wrapper.py:345(setStoreValues)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1190(setName)
        1    0.000    0.000    0.000    0.000 threading.py:1262(__init__)
        4    0.000    0.000    0.000    0.000 pathlib.py:840(with_name)
        3    0.000    0.000    0.000    0.000 base_instance.py:12(_f)
       24    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:66(_bits_of)
        1    0.000    0.000    0.000    0.000 tokenize.py:295(detect_encoding)
      100    0.000    0.000    0.000    0.000 tempfile.py:224(_get_candidate_names)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        7    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        7    0.000    0.000    0.000    0.000 specifiers.py:266(_require_version_compare)
       30    0.000    0.000    0.000    0.000 getlimits.py:19(_fr0)
      100    0.000    0.000    0.000    0.000 {method '__array_prepare__' of 'numpy.ndarray' objects}
      104    0.000    0.000    0.000    0.000 traceback.py:292(walk_stack)
        3    0.000    0.000    0.000    0.000 texture_storage.py:12(_f)
       38    0.000    0.000    0.000    0.000 version.py:53(__eq__)
        1    0.000    0.000    0.000    0.000 plugins.py:1(<module>)
        2    0.000    0.000    0.000    0.000 getlimits.py:239(_get_machar)
       72    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        9    0.000    0.000    0.000    0.000 typing.py:586(__init__)
        1    0.000    0.000    0.000    0.000 sf_error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:336(<listcomp>)
      170    0.000    0.000    0.000    0.000 pyparsing.py:2061(setWhitespaceChars)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2707(parseImpl)
        1    0.000    0.000    0.000    0.000 trsock.py:1(<module>)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 bsr.py:24(bsr_matrix)
      102    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
       13    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
        1    0.000    0.000    0.000    0.000 inspect.py:2416(_ParameterKind)
        1    0.000    0.000    0.000    0.000 {built-in method nt.close}
       90    0.000    0.000    0.000    0.000 _inspect.py:133(strseq)
      124    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:215(<listcomp>)
        1    0.000    0.000    0.000    0.000 formathandler.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.000    0.000 __init__.py:3238(_initialize)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
      158    0.000    0.000    0.000    0.000 __init__.py:385(<genexpr>)
        2    0.000    0.000    0.000    0.000 enum.py:881(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:1948(TextIO)
        1    0.000    0.000    0.000    0.000 dia.py:1(<module>)
      100    0.000    0.000    0.000    0.000 GL_1_5.py:54(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:158(TLSVersion)
        1    0.000    0.000    0.000    0.000 os.py:42(_get_exports_list)
       19    0.000    0.000    0.000    0.000 _types.py:36(_defineType)
      200    0.000    0.000    0.000    0.000 nones.py:21(from_param)
       78    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:1069(wrapper)
      258    0.000    0.000    0.000    0.000 version.py:298(_parse_letter_version)
       59    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
       60    0.000    0.000    0.000    0.000 pyparsing.py:1351(preParse)
       21    0.000    0.000    0.000    0.000 enum.py:327(__getattr__)
        1    0.000    0.000    0.000    0.000 kdtree.py:185(KDTree)
        1    0.000    0.000    0.000    0.000 camera.py:5(__init__)
        1    0.000    0.000    0.000    0.000 ctypesarrays.py:1(<module>)
      124    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
      124    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
       51    0.000    0.000    0.000    0.000 os.py:734(check_str)
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1972(__xor__)
        1    0.000    0.000    0.000    0.000 numpymodule.py:68(NumpyHandler)
      116    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
      124    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
      100    0.000    0.000    0.000    0.000 shape_base.py:733(_array_split_dispatcher)
        1    0.000    0.000    0.000    0.000 core.py:3087(view)
        1    0.000    0.000    0.000    0.000 _testutils.py:1(<module>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2020(__invert__)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
      124    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
        8    0.000    0.000    0.000    0.000 getlimits.py:497(__init__)
      124    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
       27    0.000    0.000    0.000    0.000 numpymodule.py:233(lookupDtype)
       34    0.000    0.000    0.000    0.000 __init__.py:125(WinFunctionType)
        1    0.000    0.000    0.000    0.000 __init__.py:261(_reset_cache)
